v1,yearq,airline,year,quarter,totalrecords,ontime,cancelled,diverted,aircarrierdelay,extremeweatherdelay,nasdelay,securitydelay,latearrivingaircraftdelay,totaldelay,enplanedpassengers,totalbag,pper1000,flightproblems,oversales,reservation,fares,refunds,baggage,customerservice,disability,advertising,discrimination,animals,other,totalcomplaint,cash,curr_assets,prop_equip,prop_equip_no_tot,assets,curr_liabilities,non_rec_liab,sh_hld_equity,liab_sh_hld_equity,net_income,op_profit_loss,trans_rev_pax,mail,total_property,prop_freight,prop_bag,op_revenues,op_expenses,tdomt_gallons,tdomt_cost,empfte,tot_fly_ops,total_air_hours,air_days_assign,totalpercent,hetero,salaries,landing_fees,revpaxenplaned,revpaxmiles,revtonmiles,avltonmiles,avlseatmiles,revmilesflown,revmilesched,revairhours,airhourramp2ramp,sparsity,grandtotalflights,heterogeneity,lfp,lff,yieldpax,yield_or,fleetutil,avglandingfee,fueleff,lcc,recession,percpita_gdp,percent_gdp,avg_fare,adj_avg_fare,percent_chg_fare,carriercode,occasion,occasioncount,lyield,lLFP,lfleetutil,lfueleff,lpOntime,lmisbagg,ltotaldelay,lcomplaint,lhetero,lavglandfee,lsparsity,ltdomt_cost,lrevpaxenplaned,lempfte,revpaxmileTotal,lMKTshare,OPOR,lyield_mean,lLFP_mean,lfleetutil_mean,lfueleff_mean,lpOntime_mean,lmisbagg_mean,ltotaldelay_mean,lcomplaint_mean,lhetero_mean,lavglandfee_mean,lsparsity_mean,lMKTshare_mean,ltdomt_cost_mean,lrevpaxenplaned_mean,lempfte_mean,lyield_w,lLFPw,lfleetutil_w,lfueleff_w,lpOntime_w,lmisbagg_w,ltotaldelay_w,lcomplaint_w,lhetero_w,lavglandfee_w,lsparsity_w,lMKTshare_w,ltdomt_costw,lrevpaxenplaned_w,lempfte_w,clyield_mean,clLFP_mean,clfleetutil_mean,clfueleff_mean,clpOntime_mean,clmisbagg_mean,cltotaldelay_mean,clcomplaint_mean,clhetero_mean,clavglandfee_mean,clsparsity_mean,clMKTshare_mean,cltdomt_cost_mean,clrevpaxenplaned_mean,clempfte_mean
11,20041,JETBLUE,2004,1,20875,17491,34,22,890,17,1353,75,991,3382,2709793,8523,9.4700003,2,0,0,0,0,2,1,0,0,0,0,0,5,554957.75,635933.63,1597087.8,0,2356265.5,408200.47,1112631.5,692843.94,2356265.5,15193.13,32693.51,279615.91,273.79001,840.62,184.39,656.22998,289002.75,256309.25,53725060,49244627,16062,97487.859,59.299999,5.0300002,.5,.5,59051.359,10200.91,2632794,3369701595,338021425,423728212,4226769456,27024093,27094676,59288,66762,.17599438,20845,0,.79722863,.7977317,.082979426,.068374388,.49121934,489.36963,78.674072,1,0,48633,.37771001,320.23343,463.01181,-.047713615,18,1,64,-2.4891627,-.22661377,-.71086454,4.3653135,-.1768658,2.2481289,8.1262226,1.6094379,,6.1931181,-1.7373033,17.712311,14.783556,9.6842117,116258152448,-3.5409889,.11312526,-2.1311915,-.18307546,-.84272844,4.2380457,-.29700884,2.0371277,9.4821033,3.9720833,-.98921597,6.2422075,-2.4159315,-2.9974527,19.367519,15.578291,10.492418,-.35797119,-.043538317,.13186389,.12726784,.12014304,.21100116,-1.3558807,-2.3626454,,-.049089432,.67862821,-.54353619,-1.6552086,-.79473495,-.80820656,-.10905745,.033348285,.25697085,-.21526624,-.053070631,-.44577369,-.10388444,-.10241887,-.38443539,.96466941,.0047213184,.34927785,.49972412,-.026341407,-.014156943
12,20041,UNITED,2004,1,134996,105297,1650,133,5557,369,14453,0,7537,29699,14195901,60993,13.02,42,13,22,3,10,38,32,11,1,6,0,11,189,60000,3978000,14831000,59000,22467000,8584000,18276000,-5074000,22467000,-435518,-294458,1839961,12572,28087,22356,5731,2422382,2716840,335305286,339357761,175827,691473,323.34,39.41,.66000003,.34,595694,57995,13724856,16127521481,1734435369,3106749781,22346376828,144762884,146059824,321853,377949,.090140589,133612,.82876891,.72170633,.55827969,.11408827,.10840155,.34185487,434.05533,66.644867,0,0,48633,.37771001,320.23343,463.01181,-.047713615,26,1,64,-2.1707828,-.32613698,-1.073369,4.199378,-.24846022,2.5664866,10.298868,5.2417469,-.18781392,6.0731721,-2.4063847,19.642565,16.434719,12.077256,116258152448,-1.975286,-.12155721,-2.0489318,-.17315583,-.87182105,4.2581077,-.24680431,2.4408674,10.161814,5.8796186,-.22192177,6.4861526,-2.5942547,-1.9436948,20.364365,16.567757,12.162584,-.12185097,-.15298115,-.20154798,-.058729649,-.0016559064,.12561917,.13705444,-.63787174,.034107849,-.41298056,.18787003,-.031591177,-.72179985,-.13303757,-.085328102,-.026797798,.043267913,.22787824,-.19520427,-.0028660994,-.042033989,.57582593,1.8051164,.38285881,1.2086146,-.17360196,1.4030358,1.4965694,.96312433,1.6560091
13,20041,ENVOY,2004,1,113483,80431,4713,175,5929,1036,10682,17,10501,33053,3280447,31768,29.440001,5,1,5,0,0,0,1,2,0,0,0,0,14,85.870003,43016.398,2437346.3,0,3552179.5,340968.13,3210508.8,104672.2,3552179.5,14340.22,53784.191,327835.41,0,.11,0,.11,329446.88,275662.69,52218983,54473162,23863,101384.21,113.94,19.889999,.5,.5,77032.406,11672.85,3184666,1197739170,119821021,225371791,1867736983,40135454,41846736,113214,157386,.065429114,109009,.76032192,.64127827,.53165936,.27371186,.17638826,.23868778,107.08153,35.767395,0,0,48633,.37771001,320.23343,463.01181,-.047713615,13,1,56,-1.2956793,-.4442918,-1.4325989,3.5770366,-.34425336,3.3823543,10.405868,2.6390574,-.27401337,4.6735907,-2.726788,17.813219,14.973858,10.080085,116258152448,-4.5753775,.16325603,-1.6408215,-.29306766,-1.6029867,3.6849475,-.29583371,3.2101371,10.196259,3.7423904,-.42317587,3.3110759,-2.5845485,-4.3169031,18.751755,15.193357,10.330316,.34514213,-.15122414,.17038774,-.10791087,-.048419654,.17221713,.20960903,-1.103333,.1491625,1.3625147,-.14223957,-.25847435,-.93853569,-.21949959,-.25023079,.38131258,-.076643921,-.50328737,-.76836443,-.051895496,.72723573,.61027074,-.33211181,.18160473,-1.9664621,-.1638957,-.97017252,-.11604048,-.41127488,-.17625964
14,20041,CONTINENTAL,2004,1,74859,59794,475,83,2195,297,9561,86,2368,15065,7850853,24091,9.21,6,3,13,2,10,12,11,11,0,1,0,9,78,1160750,2704231,6521161,0,10717065,3104172,6325341,1721105,10717065,-269641,-260511,1127610,5921,28439,22048,6391,1632291,1892802,195118000,192431000,103079,467976,187.49001,23.9,.84722221,.15277778,345631,38963,7444108,8911718350,955593098,1525609172,12425600271,83956627,84267942,187307,222852,.12223909,74389,.84456611,.71720624,.62636822,.12653115,.13136517,.3268654,523.77368,63.682491,0,0,48633,.37771001,320.23343,463.01181,-.047713615,10,1,32,-2.0672667,-.33239183,-1.1182067,4.1539097,-.22470102,2.2202899,9.6201296,4.356709,-.16893227,6.2610598,-2.1017764,19.075249,15.822933,11.543251,116258152448,-2.5684462,-.15959838,-2.0873456,-.18978263,-1.0283042,4.2427278,-.26421896,2.3969214,9.6883888,4.7999697,-.23382159,6.3912215,-2.0734308,-2.5113509,19.742954,15.943987,11.55141,.020078897,-.14260919,-.08990252,-.088818073,.039517939,-.17663145,-.068259239,-.44326067,.064889312,-.13016176,-.028345585,-.057095289,-.66770554,-.1210537,-.0081586838,-.065211557,.026641108,.071395069,-.21058418,-.020280743,-.08598002,.10240103,.72546744,.37095901,1.1136835,.347222,.83537972,.87515903,.33935454,1.0448345
15,20041,AMERICAN,2004,1,178955,132926,4426,282,8530,3357,18688,79,10667,46029,18236856,90193,14.96,59,8,30,5,10,41,39,16,1,3,0,19,231,148918,5311879,16586832,0,27010052,6879062,15049739,451535,27010052,-357163,-251697,2516110,13961,46591,35750,10841,3033877,3285574,529805909,481310889,237442,1030368,435.87,51.66,.80246913,.19753087,798882,85948,17739999,20915202466,2235472177,4445022588,29495771248,195131662,199508474,434695,513486,.084418684,175012,.66550303,.70909154,.5029158,.12030053,.10285803,.35155344,491.09775,55.672787,0,0,48633,.37771001,320.23343,463.01181,-.047713615,6,1,64,-2.1177623,-.34377065,-1.0453936,4.0194917,-.29734179,2.70538,10.737027,5.4424176,-.40721211,6.1966434,-2.4719665,19.992023,16.691332,12.377679,116258152448,-1.7153369,-.082962163,-1.9891251,-.18568857,-1.0692221,4.1493225,-.26430672,2.5604877,10.588089,6.016552,-.39275768,6.1825323,-2.454685,-1.7929829,20.627779,16.840406,12.337802,-.12863719,-.15808208,.023828506,-.12983084,-.03303507,.14489222,.14893818,-.57413435,-.014454424,.014111042,-.017281532,.077646017,-.63575554,-.14907455,.039876938,.033008907,.030735172,.030477196,-.30398944,-.020368511,.07758633,1.0021012,1.9420497,.21202292,.90499419,-.034032192,1.5537477,1.7599838,1.235774,1.8312267
16,20041,EXPRESSJET,2004,1,87366,68635,1194,136,2688,422,10261,43,3987,18731,2727581,13687,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,205156.23,246331.3,245744.64,0,499342.03,226007.13,438004.78,-209046.63,499342.03,24990.07,42424.59,339654.66,0,0,0,0,339940.81,297516.22,57466061,37927601,17622,144423.84,120.62,19.209999,.55555558,.44444445,56095.012,12533.49,2710295,1417691839,142433032,269007554,2220483198,45593393,46046013,120164,158041,.09040314,86451,.18563648,.63846093,.52947593,.23958285,.15309317,.26162589,144.97797,38.639908,0,0,48633,.37771001,320.23343,463.01181,-.047713615,14,1,62,-1.428856,-.4486948,-1.3408397,3.6542857,-.24130358,2.7173402,9.8379354,,-1.683965,4.9765816,-2.4034762,17.451189,14.812568,9.7769032,116258152448,-4.4067831,.12479993,-2.1573148,-.2483796,-1.3814694,6.5459085,-.283842,2.7756608,10.08081,3.1862864,-1.1278484,2.9023094,-2.7273753,-4.2049046,15.88441,15.198602,9.8130302,.72845876,-.20031519,.040629625,-2.8916228,.042538419,-.058320522,-.24287415,,-.55611658,2.0742722,.32389903,-.20187855,1.5667791,-.38603401,-.03612709,-.13518074,-.031955861,-.28177008,2.0925965,-.039903786,.29275933,.49482179,-.88821578,-.52306777,-2.3752286,-.30672249,-.85817397,-2.9833853,-.40603063,-.69354498
17,20041,COMAIR,2004,1,91512,71497,2851,182,6833,4566,5084,15,483,20014,2877970,32830,34.77,12,4,2,0,0,3,3,4,0,0,0,1,29,288579,648684,1448612,0,3478381,536938,711025,1970396,3478381,8440,19328,282221,0,0,0,0,282226,262898,58106940,58162759,17353,132312,116.33,13.5,.55555558,.44444445,58287,8804,2853259,1432580473,161599048,295724357,2270787020,44767594,25216260,116101,149157,.10902645,89071,.49468338,.63087398,.54645163,.19700184,.12428554,.35904321,98.842499,39.079445,0,0,48633,.37771001,320.23343,463.01181,-.047713615,9,1,28,-1.6245422,-.46064916,-1.0243125,3.6655967,-.24681462,3.5487549,9.9041872,3.3672957,-.70383734,4.5935278,-2.2161648,17.878756,14.863973,9.7615204,116258152448,-4.3963356,.06848412,-1.5289799,-.32247224,-1.2482288,3.7095194,-.31642225,3.2698188,9.6493855,2.9563649,-.55519408,4.8367476,-2.3581889,-4.7558508,18.131918,14.640444,9.6418724,-.095562339,-.13817692,.22391629,-.043922663,.06960763,.27893615,.25480175,.41093087,-.14864326,-.24321985,.14202404,.35951519,-.25316238,.22352886,.11964798,.49315414,-.1060485,-.1485295,-.74379253,-.072484039,.78691739,.063397661,-1.1181374,.049586516,-.44079044,.062463913,-1.4091202,-.73587728,-.96418852,-.86470282
18,20041,ATLANTIC SOUTHEAST,2004,1,65683,53182,1560,123,3065,1842,4830,25,1054,12499,2239570,35205,47.860001,4,0,1,0,0,1,0,0,0,0,0,0,6,210470,318058,1376954,23090,2244043,182414,1056745,904417,2244043,5224,16133,210233,0,0,0,0,210233,194100,38212966,37094061,16472,85093,77.709999,9.9899998,.375,.625,53036,4655,2233012,1004247098,100963307,207760550,1598238982,30122663,27913005,79820,103749,.13169041,66377,.44641837,.62834603,.48595995,.2093439,.1315404,.32411578,70.129715,41.82452,0,0,48633,.37771001,320.23343,463.01181,-.047713615,8,1,35,-1.563777,-.46466428,-1.1266545,3.7334828,-.21112014,3.8682802,9.433404,1.7917595,-.80649871,4.2503467,-2.0273015,17.428967,14.618862,9.7094173,116258152448,-4.751575,.076738663,-1.7314658,-.26338071,-1.2327936,4.9375162,-.32547048,3.4362276,9.9387054,2.831116,-.76397395,3.6278193,-1.7633801,-4.5200491,17.230247,14.939577,9.5305462,.16768885,-.20128357,.10613906,-1.2040334,.11435033,.43205261,-.50530148,-1.0393565,-.042524755,.62252736,-.2639215,-.2315259,.19871902,-.32071495,.17887115,.29066822,-.046956964,-.13309428,.48420426,-.081532262,.95332617,.35271764,-1.2433863,-.15919335,-1.6497188,.65727276,-1.1733185,-1.6375477,-.66505522,-.97602904
19,20041,INDEPENDENCE,2004,1,69907,49377,2767,103,4191,696,6057,15,6700,20529,1860849,27350,45.07,15,2,2,0,0,4,3,1,0,0,0,0,27,64716.129,350452.13,302626.47,0,748827.31,268464.84,168960.11,212101.13,748827.31,1966.21,14237.15,209437.73,0,0,0,0,212050.88,197813.72,30632235,38109788,11620,99034.039,105.51,16.83,.44,.56,45590.469,6760.4702,1866384,732476581,73247658,147104127,1143343979,25712971,26617572,74431,100945,.082706146,68139,.51328826,.64064413,.49793068,.28593096,.18546551,.26121509,99.215866,37.324863,0,0,48633,.37771001,320.23343,463.01181,-.047713615,17,1,8,-1.2520049,-.44528115,-1.3424112,3.6196597,-.34768105,3.8082168,9.929594,3.2958369,-.66691768,4.5972981,-2.4924614,17.455982,14.439513,9.3604832,116258152448,-5.0671372,.067140259,-1.7466505,-.43325767,-1.2332492,3.763649,-.26759994,2.8388932,9.2956581,2.7891345,-1.0617799,4.6969762,-1.7699934,-5.2492805,17.51079,14.231378,9.2803764,.4946456,-.012023479,-.10916197,-.14398932,-.080081105,.96932364,.63393593,.50670242,.39486217,-.09967804,-.72246802,.18214321,-.054807663,.2081356,.080106735,.27548358,-.21683393,-.1335499,-.68966293,-.023661727,.35599175,-.29032969,-1.2853677,-.45699927,-.58056194,.65065938,-1.9025499,-1.3570054,-1.3732548,-1.2261988
20,20042,AMERICA WEST,2004,2,49142,37701,768,68,3559,64,4584,76,2324,11443,5310662,18258,10.25,15,14,7,3,1,7,6,1,1,2,0,0,57,328638.88,755658.69,569725.81,0,1892594.6,699844.88,749017.25,395604.16,1892594.6,5968.6401,21157.74,545703.69,2275.53,7109.0801,4511.8198,2597.26,622357.06,601199.31,114608821,127579389,34475,273890.97,134.89999,12.17,.72222221,.27777779,122126.12,12147.18,5187707,5733587481,589583729,979959075,7318247205,51948212,52620739,115607,134230,.15001923,48476,.71543807,.78346461,.60164118,.095176652,.085041814,.46185976,250.58131,63.854137,0,0,48905,.55928999,309.31976,440.91983,-.044696692,5,2,8,-2.3520205,-.24402939,-.77249396,4.1566014,-.26502743,2.3272777,9.3451338,4.0430512,-.33486024,5.5237837,-1.8969918,18.664249,15.461802,10.447989,132846485504,-3.1428528,.033996142,-2.3248262,-.24273542,-.77618486,4.2047777,-.24373788,2.513176,9.2553806,3.9349771,-.36379141,5.5611277,-1.8824807,-3.1268716,18.863789,15.469208,10.457157,-.027194262,-.0012939721,.0036908984,-.048176289,-.021289557,-.1858983,.089753151,.10807419,.028931171,-.037343979,-.014511108,-.015981197,-.19953918,-.0074052811,-.0091676712,-.3026922,-.026311673,.32351443,-.24853422,.0002003362,.030274551,-.33060718,-.13952515,.24098919,.28358957,.53817207,.21985899,-.0040066396,-.13542458,-.049418095
21,20042,AIRTRAN,2004,2,39074,31030,160,98,1185,61,3507,0,3031,8042,3517914,10541,8.9700003,9,4,5,0,0,8,4,0,0,0,0,0,30,20961.18,502927.53,319714.69,0,906116.44,232073.27,344558.63,329484.56,906116.44,16786.25,31017.801,265725.09,0,172.09,0,172.09,275003.22,243985.44,49758432,52377348,16536,125673.69,59.349998,6.8400002,.55555558,.44444445,54605.27,6826.9902,3428368,2175495059,217549506,308565851,2887117563,24668819,24688312,59380,75210,.15026583,39059,.0033244586,.75351799,.70503432,.12214465,.095251828,.36153752,174.78661,58.022678,0,0,48905,.55928999,309.31976,440.91983,-.044696692,1,2,40,-2.1025493,-.28300241,-1.0173894,4.0608339,-.2305028,2.1938858,8.9924335,3.4011974,-5.7064486,5.1635656,-1.8953494,17.773985,15.047595,9.713295,132846485504,-4.111938,.11279068,-2.0773172,-.26001126,-.98357624,4.1284389,-.24225728,2.0289955,9.3473701,3.6798499,-1.2251009,5.3300877,-2.1151128,-3.5685983,18.90897,15.433859,9.9910622,-.025232077,-.022991151,-.033813179,-.067605019,.011754483,.16489029,-.3549366,-.27865243,-4.4813476,-.16652203,.2197634,-.54333973,-1.134985,-.38626385,-.27776718,-.055183198,-.043587513,.11612305,-.324873,.0016809305,-.45390591,-.23861764,-.39465234,-.62032026,.052549563,.30554,-.2218677,.041174635,-.17077348,-.51551306
22,20042,UNITED,2004,2,139602,109713,1363,332,5750,507,14260,0,7677,29889,16585741,56832,10.25,26,3,19,4,6,15,29,22,1,4,0,8,137,57571,3799055,14598584,217515,22201384,8552107,18374234,-5376884,22201384,-274591,-125850,2075609,12451,34052,27484,6568,2697409,2823259,361267835,404698458,177952,763143,337.39001,39.459999,.66000003,.34,576705,64768,16087067,19167780525,2044848049,3295141664,23768480274,152660837,153579777,336398,397233,.089265697,138685,.82758754,.80643696,.62056452,.10828635,.11348681,.35625738,467.01517,65.791855,0,0,48905,.55928999,309.31976,440.91983,-.044696692,26,2,64,-2.2229762,-.21512955,-1.0321019,4.1864963,-.24092765,2.3272777,10.305245,4.919981,-.18924038,6.1463618,-2.4161379,19.818653,16.593527,12.089269,132846485504,-1.9359634,-.046655882,-2.0489318,-.17315583,-.87182105,4.2581077,-.24680431,2.4408674,10.161814,5.8796186,-.22192177,6.4861526,-2.5942547,-1.9436948,20.364365,16.567757,12.162584,-.17404437,-.041973725,-.16028082,-.071611404,.0058766603,-.11358976,.14343166,-.95963764,.032681391,-.33979082,.1781168,.0077314377,-.54571152,.025770187,-.07331562,-.026797798,.043267913,.22787824,-.19520427,-.0028660994,-.042033989,.57582593,1.8051164,.38285881,1.2086146,-.17360196,1.4030358,1.4965694,.96312433,1.6560091
23,20042,COMAIR,2004,2,91893,73102,1735,189,6686,4500,5254,22,406,18792,3328691,30561,27.43,8,4,0,0,0,2,6,2,0,0,0,1,23,280885,701455,1496231,0,3579838,337029,992667,1983640,3579838,10730,23061,293560,0,-4,-4,0,293556,270495,58404780,62292782,17486,136210,118.34,13.8,.55555558,.44444445,58182,8951,3304074,1665959489,186425436,306546680,2354627750,46219646,23516285,118320,151447,.10868543,90346,.50282502,.70752561,.60814697,.17621076,.12467194,.35730675,99.074669,40.31567,0,0,48905,.55928999,309.31976,440.91983,-.044696692,9,2,28,-1.7360744,-.34598145,-1.0291606,3.6967402,-.22876912,3.3116374,9.8411865,3.1354942,-.68751305,4.5958738,-2.2192974,17.947355,15.010667,9.7691555,132846485504,-4.3787928,.078557417,-1.5289799,-.32247224,-1.2482288,3.7095194,-.31642225,3.2698188,9.6493855,2.9563649,-.55519408,4.8367476,-2.3581889,-4.7558508,18.131918,14.640444,9.6418724,-.20709455,-.023509204,.21906817,-.012779236,.08765313,.041818619,.19180107,.17912936,-.13231897,-.24087381,.13889146,.37705803,-.18456268,.37022305,.1272831,.49315414,-.1060485,-.1485295,-.74379253,-.072484039,.78691739,.063397661,-1.1181374,.049586516,-.44079044,.062463913,-1.4091202,-.73587728,-.96418852,-.86470282
24,20042,JETBLUE,2004,2,22037,18575,5,40,677,63,1596,64,1016,3461,2988192,7515,7.54,2,0,0,0,0,2,2,0,0,0,0,0,6,513614.22,610444,1756161.9,0,2510077.5,438393.91,1186402,731673.5,2510077.5,21457.529,45118.75,309175.38,325.81,992.79999,198.39,794.40997,319718.59,274599.84,59369997,57429936,17195,109564.95,64.620003,5.3299999,.5,.5,63351.551,10008.2,2898928,3919090784,393110314,554865465,4629794676,29671950,29678171,64273,72603,.16851072,22035,0,.84649342,.70847863,.078889571,.069056757,.5051595,454.19559,77.982063,1,0,48905,.55928999,309.31976,440.91983,-.044696692,18,2,64,-2.5397062,-.16665284,-.68288106,4.3564787,-.17090628,2.0202222,8.149313,1.7917595,,6.1185279,-1.7807559,17.866076,14.879851,9.7523737,132846485504,-3.5233345,.1411202,-2.1311915,-.18307546,-.84272844,4.2380457,-.29700884,2.0371277,9.4821033,3.9720833,-.98921597,6.2422075,-2.4159315,-2.9974527,19.367519,15.578291,10.492418,-.40851474,.016422614,.15984738,.118433,.12610257,-.016905546,-1.3327904,-2.1803238,,-.12367964,.63517559,-.52588177,-1.5014439,-.6984396,-.74004459,-.10905745,.033348285,.25697085,-.21526624,-.053070631,-.44577369,-.10388444,-.10241887,-.38443539,.96466941,.0047213184,.34927785,.49972412,-.026341407,-.014156943
25,20042,HAWAIIAN,2004,2,12056,11467,21,1,427,1,7,11,121,589,1418553,4351,9.1700001,0,0,0,0,0,0,0,0,0,0,0,0,0,22311.76,280684.94,45389.66,0,406122.41,407504.59,190991.14,-192373.34,406122.41,8451.21,20132.07,168465.31,2.0899999,6717.9102,5881.27,836.63,185469.89,165337.81,23995138,27179422,9030,71842.969,15.29,2.21,.55555558,.44444445,38699.66,2336.01,1403179,1473363106,168008077,277390792,1684196541,7170582,7106843,15508,18311,.27053517,12238,.37558851,.8748166,.6056729,.11434067,.11012366,.28827301,190.88168,70.189072,0,0,48905,.55928999,309.31976,440.91983,-.044696692,16,2,64,-2.1685729,-.13374102,-1.2438473,4.2511926,-.050089117,2.2159374,6.3784261,,-.97926116,5.2516537,-1.3073531,17.117971,14.154251,9.1083078,132846485504,-4.5016465,.1085463,-1.9896747,-.14304188,-1.2052833,4.2794709,-.08746098,2.089457,7.1815281,2.8884876,-.67200166,5.6783667,-1.341495,-4.1805482,18.067671,14.528169,9.4245348,-.17889822,.0093008578,-.038563967,-.028278351,.037371863,.12648034,-.80310202,,-.3072595,-.42671299,.034141898,-.32109833,-.9496994,-.37391758,-.31622696,.032459352,.073381864,-.105584,-.17384101,.15647723,-.39344439,-2.4044597,-1.1860147,-.067221068,.40082857,1.0791577,-.8338176,-.80012441,-1.0764637,-1.0820404
26,20042,US,2004,2,100452,81037,853,200,3927,575,7874,0,5984,19413,10092912,43786,12.98,15,7,17,2,7,17,17,12,2,1,0,6,103,31891,1799570,2838489,282929,8557842,2513911,5667313,-14122,8557842,-4246,31943,1091574,1491,15918,12508,3410,1620147,1588204,170473000,172137000,78072,415123,202.97,22.110001,.81999999,.18000001,310848,26813,9958197,7827386575,798898786,1380212146,9959392212,68795060,69217110,164885,201722,.088132918,99880,.83051538,.78593016,.57882321,.13945574,.16267529,.38250038,268.45215,58.422108,0,0,48905,.55928999,309.31976,440.91983,-.044696692,27,2,41,-1.970008,-.24088734,-.96102566,4.0676942,-.21477416,2.5634096,9.8736982,4.6347289,-.18570882,5.5926728,-2.4289091,18.9638,16.113907,11.265387,132846485504,-2.8315656,.019716112,-1.993342,-.20615524,-1.051116,4.134016,-.23429155,2.5142708,9.9736452,5.3621802,-.21275288,5.6314526,-2.4605527,-2.6074708,19.832302,16.183376,11.307163,.023334026,-.034732103,.090090334,-.06632185,.019517392,.049138784,-.099946976,-.72745132,.027044058,-.038779736,.031643629,-.22409487,-.86850166,-.069469452,-.041776657,.028791998,.010268502,.048583299,-.31929591,.0096466588,.031369369,.3876574,1.287678,.39202771,.35391447,-.039899912,.73925984,.96450686,.57874399,.80058801
27,20042,CONTINENTAL,2004,2,75816,56325,402,343,2904,724,11234,72,3813,19492,8714084,30987,10.64,15,5,13,4,4,14,13,3,0,1,1,10,83,1463140,3050298,6468045,0,11007774,3380933,6321223,1707482,11007774,-221251,-161661,1207596,8237,31024,24300,6724,1760229,1921890,201874000,216871000,104437,494468,191.10001,23.549999,.84722221,.15277778,364026,39191,8305833,10061654131,1067240175,1579425884,12799777022,86007448,86143098,190718,230300,.12101965,75738,.84308243,.78608042,.67571402,.12001963,.13752028,.33811042,517.4549,63.404781,0,0,48905,.55928999,309.31976,440.91983,-.044696692,10,2,32,-2.1201,-.24069618,-1.0843828,4.1495395,-.29717088,2.3646204,9.877759,4.4188404,-.17069055,6.2489223,-2.1118023,19.194813,15.932468,11.556339,132846485504,-2.5804627,-.091840893,-2.0873456,-.18978263,-1.0283042,4.2427278,-.26421896,2.3969214,9.6883888,4.7999697,-.23382159,6.3912215,-2.0734308,-2.5113509,19.742954,15.943987,11.55141,-.032754421,-.050913543,-.056078553,-.093188286,-.032951921,-.032300949,.18937016,-.38112926,.063131034,-.14229918,-.038371563,-.069111824,-.54814148,-.011518478,.0049295425,-.065211557,.026641108,.071395069,-.21058418,-.020280743,-.08598002,.10240103,.72546744,.37095901,1.1136835,.347222,.83537972,.87515903,.33935454,1.0448345
28,20042,ENVOY,2004,2,119283,85073,4541,242,6849,1151,10665,20,10742,34210,3849335,32397,25.1,12,1,2,0,1,1,3,1,0,0,0,0,21,86.120003,126700.73,2629411.8,0,3814854.8,388693.69,3406364.3,123841.05,3814854.8,19168.85,53670.328,344921.47,0,0,0,0,346012.41,292342.06,57026916,64198797,25150,112031.86,120.53,20.299999,.5,.5,79717.313,12398.74,3768074,1452509279,145299979,247482727,2049562005,43572961,45289201,120493,167348,.064472586,115068,.75962889,.70869255,.58711159,.23746593,.1688226,.24739327,107.75142,35.940258,0,0,48905,.55928999,309.31976,440.91983,-.044696692,13,2,56,-1.4377311,-.34433347,-1.3967761,3.5818582,-.33798912,3.222868,10.440273,3.0445225,-.27492526,4.6798267,-2.7415152,17.977495,15.142075,10.132613,132846485504,-4.5159016,.155111,-1.6408215,-.29306766,-1.6029867,3.6849475,-.29583371,3.2101371,10.196259,3.7423904,-.42317587,3.3110759,-2.5845485,-4.3169031,18.751755,15.193357,10.330316,.20309031,-.051265806,.20621061,-.10308933,-.042155415,.012730837,.24401474,-.69786787,.14825061,1.3687508,-.15696669,-.19899845,-.77425957,-.051282883,-.19770241,.38131258,-.076643921,-.50328737,-.76836443,-.051895496,.72723573,.61027074,-.33211181,.18160473,-1.9664621,-.1638957,-.97017252,-.11604048,-.41127488,-.17625964
29,20042,SKYWEST,2004,2,109194,93162,1368,118,7523,1035,3150,104,2734,16032,3279287,27875,25.379999,6,1,2,0,0,4,0,0,0,0,0,0,13,70485,685967,909300,0,1611786,161174,479857,770393,1611786,20054,35159,262221,0,0,0,0,267387,232228,40255152,51523019,18714,131002,108.75,17.290001,.375,.625,53022,7197,3154978,1289691330,129161577,211909546,1740380290,38171523,38096729,108008,138034,.055369064,108103,.48300618,.74103993,.60951281,.20332074,.15363711,.26207346,66.575394,43.233727,0,0,48905,.55928999,309.31976,440.91983,-.044696692,23,2,64,-1.5929705,-.29970077,-1.3391304,3.7666209,-.15878621,3.2339613,9.6823416,2.5649493,-.7277258,4.1983352,-2.8937342,17.75754,14.964492,9.8370275,132846485504,-4.6347914,.13149107,-1.938171,-.2282016,-1.2562724,5.0021067,-.22799358,2.8177874,10.31873,3.5855629,-.43981639,4.0690184,-3.1773868,-3.7470846,18.032272,15.650149,10.270409,.34520054,-.071499169,-.082857966,-1.2354858,.06920737,.41617393,-.63638878,-1.0206137,-.28790942,.12931681,.28365254,-.88770676,-.27473259,-.6856575,-.43338108,.083963014,-.011777855,-.15657315,.54879475,.015944635,.33488598,.73274255,-.48893926,.16496421,-1.2085197,-.75673395,-.40035403,-.83552289,.045517001,-.2361666
